表面,裏面,Word,Audio,Image
defect<br>[sound:ukdefec001.mp3],"欠点，欠陥; 弱点.<br><img src=""defect.jpg""><br><i>a fault or problem in something or someone that spoils that thing or person or causes it or them not to work correctly:</i>",defect,ukdefec001.mp3,defect.jpg
defective<br>[sound:ukdefec003.mp3],"欠点のある，不完全な.<br><img src=""defective.jpg""><br><i>describes something that has a fault in it and does not work correctly:</i><br>All R45 aircraft have been grounded, after a defect in the enginecoolingsystem was discovered.",defective,ukdefec003.mp3,defective.jpg
definite<br>[sound:ukdefil004.mp3],"確実な、確定した<br><img src=""paste-534a365447fd59b8a1700acd4a49ac6409915c82.jpg""><br><i>certain, clear, and not likely to change</i><br>We need a definite answer by tomorrow.",definite,ukdefil004.mp3,paste-534a365447fd59b8a1700acd4a49ac6409915c82.jpg
definitely<br>[sound:ukdefil005.mp3],"間違いなく<br><img src=""definitely.jpg""><br><i>without any doubt</i><br>This book is definitely worth reading.",definitely,ukdefil005.mp3,definitely.jpg
degree<br>[sound:ukdeftl015.mp3],"（角度や温度の）～度<br><img src=""1626214692780.jpg""><br><i>a unit for measuring temperatures or angles, shown by the symbol ° written after a number</i><br>He has a degree in physics.",degree,ukdeftl015.mp3,1626214692780.jpg
delay<br>[sound:ukdejur004.mp3],"～を延期する<br><img src=""delay.jpg""><br><i>to make something happen at a later time than you planned</i><br>Can you delay your departure until next week?",delay,ukdejur004.mp3,delay.jpg
delete<br>[sound:ukdejur013.mp3],"～を消す, ～を削除する<br><img src=""delete.jpg""><br><i>to remove something, especially on a computer</i><br>I deleted the file by mistake.",delete,ukdejur013.mp3,delete.jpg
delight<br>[sound:ukdejur029.mp3],"大喜び<br><img src=""delight.jpg""><br><i>happiness and excited pleasure</i><br>The children screamed with delight.",delight,ukdejur029.mp3,delight.jpg
delighted<br>[sound:ukdejur030.mp3],"喜んで<br><img src=""delighted.jpg""><br><i>very pleased</i><br>They are delighted with their new car.",delighted,ukdejur030.mp3,delighted.jpg
deliver<br>[sound:ukdelig012.mp3],"～を配達する<br><img src=""deliver.jpg""><br><i>to take letters or things to a person or place</i><br>They can deliver the sofa on Wednesday.",deliver,ukdelig012.mp3,deliver.jpg
delivery<br>[sound:ukdelig016.mp3],"配達<br><img src=""delivery.jpg""><br><i>the act of taking letters or things to a person or place</i><br>Is there a charge for delivery?",delivery,ukdelig016.mp3,delivery.jpg
demand<br>[sound:ukdemag004.mp3],"要望<br><img src=""demand.jpg""><br><i>a strong request or need for something</i><br>There was not much demand for a change in the law.",demand,ukdemag004.mp3,demand.jpg
demanding<br>[sound:ukdemag005.mp3],"要求の多い<br><img src=""demanding.jpg""><br><i>needing a lot of time, attention, or effort</i><br>This is a very demanding job.",demanding,ukdemag005.mp3,demanding.jpg
demonstrate<br>[sound:ukdemoc021.mp3],"～をやってみせる<br><img src=""paste-ab44c96cdc1e1a16cf1473ed5ce638df644fef5d.png""><br><i>to show someone how to do something</i><br>She demonstrated how to use the new software.",demonstrate,ukdemoc021.mp3,paste-ab44c96cdc1e1a16cf1473ed5ce638df644fef5d.png
depart<br>[sound:ukdensi015.mp3],"出発する<br><img src=""depart.jpg""><br><i>to leave a place</i><br>The train to Lincoln will depart from platform 9",depart,ukdensi015.mp3,depart.jpg
department<br>[sound:ukdensi017.mp3],"部, 課<br><img src=""department.jpg""><br><i>a part of an organization that does a particular type of work</i><br>the sales department",department,ukdensi017.mp3,department.jpg
departure<br>[sound:ukdensi019.mp3],"出発<br><img src=""departure.jpg""><br><i>the action of someone or something leaving a place</i><br>the departure of flight BA117",departure,ukdensi019.mp3,departure.jpg
depend on<br>[sound:ukdensi020.mp3],"（人、もの）に頼る<br><img src=""depend-on.jpg""><br><i>to need the help of someone or something</i><br>Our economy depends on the car industry.",depend on,ukdensi020.mp3,depend-on.jpg
dependence<br>[sound:ukdensi024.mp3],"依存（状態）<br><img src=""dependence.jpg""><br><i>a situation in which you need someone or something all the time in order to exist or continue as before</i><br>Our society needs to reduce its dependence on cars.",dependence,ukdensi024.mp3,dependence.jpg
deposit<br>[sound:ukdepil020.mp3],"頭金<br><img src=""deposit.jpg""><br><i>a payment that you make immediately when you decide to buy something</i><br>They've put down a deposit on a house.",deposit,ukdepil020.mp3,deposit.jpg
description<br>[sound:ukdescr001.mp3],"描写<br><img src=""description.jpg""><br><i>words that tell you what someone or something is like</i><br>I gave the police a description of the stolen jewellery.",description,ukdescr001.mp3,description.jpg
designate<br>[sound:ukdescr024.mp3],"〈…を〉(明確に)示す，指名する.<br><img src=""paste-2f1c5f215e0090fee22b5953bb80d77ddbe070a4.jpg""><br><i>to choose someone officially to do a particular job:</i><br>Traditionally, the president designates his or her successor.",designate,ukdescr024.mp3,paste-2f1c5f215e0090fee22b5953bb80d77ddbe070a4.jpg
desperate<br>[sound:ukdesir021.mp3],"必死の<br><img src=""desperate.jpg""><br><i>feeling that you have no hope and will do anything to change the situation you are in</i><br>He was desperate to get her back.",desperate,ukdesir021.mp3,desperate.jpg
dessert<br>[sound:ukdescr010.mp3],"デザート<br><img src=""dessert.jpg""><br><i>sweet food that is eaten after the main part of a meal</i><br>a dessert fork/spoon",dessert,ukdescr010.mp3,dessert.jpg
destination<br>[sound:ukdespo014.mp3],"行き先<br><img src=""destination.jpg""><br><i>the place where someone or something is going</i><br>Spain is a very popular holiday destination.",destination,ukdespo014.mp3,destination.jpg
detail<br>[sound:ukdetai001.mp3],"詳細<br><img src=""detail.jpg""><br><i>a piece of information about something</i><br>Please send me details of your training courses.",detail,ukdetai001.mp3,detail.jpg
detailed<br>[sound:ukdetai002.mp3],"詳細な<br><img src=""detailed.jpg""><br><i>giving a lot of information</i><br>a detailed description",detailed,ukdetai002.mp3,detailed.jpg
detect<br>[sound:ukdetai005.mp3],"～を見つける, ～を検出する<br><img src=""detect.jpg""><br><i>to discover or notice something</i><br>This special camera can detect movement.",detect,ukdetai005.mp3,detect.jpg
deteriorate<br>[sound:ukdetai014.mp3],"～が悪化する, ～を悪化させる<br><img src=""deteriorate.jpg""><br><i>to become worse</i><br>Her condition deteriorated rapidly.",deteriorate,ukdetai014.mp3,deteriorate.jpg
determine<br>[sound:ukdetai017.mp3],"〔+to do〕〈人が〉〈…することを〉決心する，決意する 《★【比較】decide より意味が強い; 【類語】 ⇒decide》.<br><img src=""determine.jpg""><br><i>to control or influence something directly, or to decide what will happen:</i><br>The number of staff we can take on will be determined by how much money we're allowed to spend.",determine,ukdetai017.mp3,determine.jpg
determined<br>[sound:ukdetai018.mp3],"堅く決意した<br><img src=""paste-6c3c61b650ae28e38af6a532d93abc9638c64eaa.jpg""><br><i>wanting so much to do something that you keep trying very hard</i><br>He’s determined to win this match.",determined,ukdetai018.mp3,paste-6c3c61b650ae28e38af6a532d93abc9638c64eaa.jpg
develop<br>[sound:ukdetou020.mp3],"～に発展する, ～を発展させる<br><img src=""develop.jpg""><br><i>to change and become better, or to make someone or something become better</i><br>He’s developing into a very good tennis player.",develop,ukdetou020.mp3,develop.jpg
developer<br>[sound:ukdetou022.mp3],"【可算名詞】開発者; (宅地などの)造成業者.<br><img src=""developer.jpg""><br><i>a person or company that makes money from buying land, building new houses, shops, or offices, or by changing existing buildings to sell or rent:</i><br>a property developer",developer,ukdetou022.mp3,developer.jpg
development<br>[sound:ukdetou024.mp3],"発展<br><img src=""development.jpg""><br><i>the action of someone or something changing and becoming better</i><br>There have been some major developments in technology recently.",development,ukdetou024.mp3,development.jpg
device<br>[sound:ukdetou030.mp3],"装置<br><img src=""device.jpg""><br><i>a piece of equipment</i><br>an electronic device for sending messages",device,ukdetou030.mp3,device.jpg
diagnose<br>[sound:ukdextr010.mp3],"診断する<br><img src=""diagnose.jpg""><br><i>to say what is wrong with someone who is sick</i><br>She was diagnosed with/as having cancer last year.",diagnose,ukdextr010.mp3,diagnose.jpg
differential<br>[sound:ukdictu025.mp3],"差異[区別]; 特異の.<br><img src=""paste-2dae9cb514c29771689ec1fff36d668e3b708ee2.png""><br><i>an amount of difference between things that are compared:</i><br>a price differential",differential,ukdictu025.mp3,paste-2dae9cb514c29771689ec1fff36d668e3b708ee2.png
director<br>[sound:ukdipht024.mp3],"取締役<br><img src=""director.jpg""><br><i>an important manager in an organization or company</i><br>Meet the new sales director.",director,ukdipht024.mp3,director.jpg
disagree<br>[sound:ukdirnd015.mp3],"（人）が同意しない<br><img src=""disagree.jpg""><br><i>to have a different opinion from someone else</i><br>I disagree with most of what he said.",disagree,ukdirnd015.mp3,disagree.jpg
disagreement<br>[sound:ukdirnd018.mp3],"意見の違い<br><img src=""disagreement.jpg""><br><i>a situation in which people have a different opinion about something or have an argument</i><br>They had a disagreement about money.",disagreement,ukdirnd018.mp3,disagreement.jpg
disappointing<br>[sound:ukdirnd025.mp3],"期待はずれの<br><img src=""disappointing.jpg""><br><i>making you feel disappointed</i><br>a disappointing performance",disappointing,ukdirnd025.mp3,disappointing.jpg
disconnect<br>[sound:ukdisci018.mp3],"～の電源を切る<br><img src=""paste-765dab8460c4f328fa26653dd92e4147cf7e49cd.gif""><br><i>to separate an electrical machine from the electricity supply or from another machine</i><br>Switch off the PC before disconnecting it from the power supply.",disconnect,ukdisci018.mp3,paste-765dab8460c4f328fa26653dd92e4147cf7e49cd.gif
discount<br>[sound:ukdisco008.mp3],"割引<br><img src=""discount.jpg""><br><i>a reduction in the price of something</i><br>They offer a ten percent discount on travel for students.",discount,ukdisco008.mp3,discount.jpg
discrepancy<br>[sound:ukdisco024.mp3],"(陳述・計算などの)矛盾，不一致，食い違い 〔between，in〕.<br><img src=""discrepancy.jpg""><br><i>a difference between two things that should be the same:</i><br>There is some discrepancy between the two accounts.",discrepancy,ukdisco024.mp3,discrepancy.jpg
discrimination<br>[sound:ukdisco030.mp3],"差別<br><img src=""discrimination.jpg""><br><i>unfair treatment because of a person’s sex, race, age, etc.</i><br>racial/sex/age discrimination",discrimination,ukdisco030.mp3,discrimination.jpg
discuss<br>[sound:ukdiscr004.mp3],"～を話し合う<br><img src=""discuss.jpg""><br><i>to talk about something with someone and tell each other your ideas or opinions</i><br>Have you discussed this matter with anyone else?",discuss,ukdiscr004.mp3,discuss.jpg
discussion<br>[sound:ukdiscr005.mp3],"話し合い, 議論<br><img src=""discussion.jpg""><br><i>a conversation in which people tell each other their ideas or opinions</i><br>They were having a discussion about football.",discussion,ukdiscr005.mp3,discussion.jpg
dish<br>[sound:ukdisgu007.mp3],"皿<br><img src=""dish.jpg""><br><i>a plate that you eat from</i><br>a serving dish",dish,ukdisgu007.mp3,dish.jpg
dismiss<br>[sound:ukdisin021.mp3],"（人）を解雇する<br><img src=""dismiss.jpg""><br><i>to officially make someone leave their job</i><br>Anyone who breaks company rules will be dismissed.",dismiss,ukdisin021.mp3,dismiss.jpg
dismissive<br>[sound:ukdisin023.mp3],"拒否するような; 見下げるような，軽蔑的な.<br><img src=""dismissive.jpg""><br><i>showing that you do not think something is worth considering:</i><br>He's so dismissive of anybody else's suggestions.",dismissive,ukdisin023.mp3,dismissive.jpg
display<br>[sound:ukdispl004.mp3],"展示, （花火の）打ち上げ<br><img src=""display.jpg""><br><i>a performance, or a collection of things for people to look at</i><br>a firework display",display,ukdispl004.mp3,display.jpg
disposable<br>[sound:ukdispl008.mp3],"処分できる，自由になる.<br><img src=""disposable.jpg""><br><i>describes a product that is intended to be thrown away after use:</i><br>disposable nappies",disposable,ukdispl008.mp3,disposable.jpg
dispose<br>[sound:ukdispl010.mp3],"&nbsp; 「処分する」&nbsp;<br><img src=""dispose.jpg""><br><i>to make someone feel a particular way towards someone or something:</i><br>His rudeness when we first met didn't dispose me very kindly/towards him.",dispose,ukdispl010.mp3,dispose.jpg
dispute<br>[sound:ukdispl023.mp3],"口論, 論争<br><img src=""dispute.jpg""><br><i>a disagreement, especially one that lasts a long time</i><br>A man stabbed his neighbour in a dispute over noise.",dispute,ukdispl023.mp3,dispute.jpg
disrupt<br>[sound:ukdisre009.mp3],"～を混乱させる, ～を邪魔する<br><img src=""disrupt.jpg""><br><i>to interrupt something and stop it from continuing as it should</i><br>Heavy snow disrupted the city’s transport system.",disrupt,ukdisre009.mp3,disrupt.jpg
